"TIME","GEO","SEX","ISCED11","AGE","UNIT","Value"
"2011","Luxembourg","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.9"
"2011","Luxembourg","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","39.3"
"2011","Luxembourg","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","31.7"
"2011","Hungary","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","24.3"
"2011","Hungary","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","75.7"
"2011","Hungary","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.7"
"2011","Hungary","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","18.0"
"2011","Malta","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","58.9"
"2011","Malta","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","41.1"
"2011","Malta","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","26.0"
"2011","Malta","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.1"
"2011","Netherlands","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","31.6"
"2011","Netherlands","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","68.4"
"2011","Netherlands","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","40.4"
"2011","Netherlands","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.0"
"2011","Austria","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.1"
"2011","Austria","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.9"
"2011","Austria","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.6"
"2011","Austria","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.3"
"2011","Poland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","17.5"
"2011","Poland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","82.5"
"2011","Poland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","62.2"
"2011","Poland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","20.3"
"2011","Portugal","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","64.2"
"2011","Portugal","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","35.8"
"2011","Portugal","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","20.3"
"2011","Portugal","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.5"
"2011","Romania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","30.0"
"2011","Romania","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.0"
"2011","Romania","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.2"
"2011","Romania","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","12.9"
"2011","Slovenia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","19.7"
"2011","Slovenia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","80.3"
"2011","Slovenia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","58.8"
"2011","Slovenia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","21.6"
"2011","Slovakia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","15.7"
"2011","Slovakia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","84.3"
"2011","Slovakia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","68.0"
"2011","Slovakia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.4"
"2011","Finland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.9"
"2011","Finland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.1"
"2011","Finland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","44.6"
"2011","Finland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","32.5"
"2011","Sweden","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","24.4"
"2011","Sweden","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","75.6"
"2011","Sweden","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.5"
"2011","Sweden","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.1"
"2011","Iceland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","36.9"
"2011","Iceland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","63.1"
"2011","Iceland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","35.7"
"2011","Iceland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","27.4"
"2011","Norway","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","25.4"
"2011","Norway","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","74.6"
"2011","Norway","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.5"
"2011","Norway","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","32.1"
"2011","Switzerland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.4"
"2011","Switzerland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.6"
"2011","Switzerland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","49.7"
"2011","Switzerland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.9"
"2011","United Kingdom","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.8"
"2011","United Kingdom","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.2"
"2011","United Kingdom","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.0"
"2011","United Kingdom","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","33.2"
"2011","Montenegro","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.4"
"2011","Montenegro","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.6"
"2011","Montenegro","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","61.2"
"2011","Montenegro","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.4"
"2011","North Macedonia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","38.0"
"2011","North Macedonia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","62.0"
"2011","North Macedonia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","47.0"
"2011","North Macedonia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.0"
"2011","Serbia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.8"
"2011","Serbia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.2"
"2011","Serbia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","56.3"
"2011","Serbia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.0"
"2011","Turkey","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","70.0"
"2011","Turkey","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","30.0"
"2011","Turkey","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","18.7"
"2011","Turkey","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","11.3"
"2012","European Union - 27 countries (from 2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.8"
"2012","European Union - 27 countries (from 2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.2"
"2012","European Union - 27 countries (from 2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","47.0"
"2012","European Union - 27 countries (from 2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","23.2"
"2012","European Union - 28 countries (2013-2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.8"
"2012","European Union - 28 countries (2013-2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.2"
"2012","European Union - 28 countries (2013-2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.6"
"2012","European Union - 28 countries (2013-2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.6"
"2012","European Union - 15 countries (1995-2004)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","31.2"
"2012","European Union - 15 countries (1995-2004)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","68.8"
"2012","European Union - 15 countries (1995-2004)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.7"
